id	ini	fn	pt	漢字_程序改名	ipa调类	IPA_程序改名	注釋_程序改名	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	ɔ	184
2877	ȵ	ɔn	31	壤	ȵɔŋ31	ȵɔŋ3	土～	2						
2878	ȵ	ɔn	31	讓	ȵɔŋ31	ȵɔŋ3	～位	2						
2879	ȵ	ɔk	55	若	ȵɔk5	ȵɔk8a	～干，～无其事	7						
2880	ȵ	ɔk	55	弱	ȵɔk5	ȵɔk8a	～点	2						
2881	k	iœn	33	疆	kiœn33	kiœn1	新～（地名）	6						
2882	k	iœn	33	僵	kiœn33	kiœn1	冻～，～硬	5						
2883	k	iœn	33	薑	kiœn33	kiœn1	～糖	2						
2884	k	iœn	33	繮	kiœn33	kiœn1	～绳	2						
2885	k	iœn	33	姜	kiœn33	kiœn1	姓，孟～女，～太公	9						
2886	k	iœt	31	腳	kiœt31	kiœt7	赤～	2						
2887	kʰ	iœn	213	強	kʰiœn213	kʰiœn2	～大，坚～	5						
2888	kʰ	iœn	31	強	kʰiœn31	kʰiœn3	勉～	2						
2889	kʰ	iœt	31	卻	kʰiœt31	kʰiœt7	退～，～步	5						
2890	ŋ	ɔn	213	仰	ŋɔŋ213	ŋɔŋ2	～视	2						
2891	ȵ	ɔk	31	虐	ȵɔk31	ȵɔk7	～待	2						
2892	ȵ	ɔk	31	瘧	ȵɔk31	ȵɔk7	～疾	2						
2893	h	iœŋ	33	香	hiœŋ33	hiœŋ1	～味，烧～；～港（地名）	12						
2894	h	iœŋ	33	鄉	hiœŋ33	hiœŋ1	家～	2						
2895	h	iœŋ	31	享	hiœŋ31	hiœŋ3	～受，分～	5						
2896	h	iœŋ	31	響	hiœŋ31	hiœŋ3	音～	2						
2897	h	iœŋ	451	向	hiœŋ451	hiœŋ5	～东	2						
2898	j	ɔŋ	33	央	jɔŋ33	jɔŋ1	中～台，党中～[文]	10						
2899	j	ɔŋ	33	央	jɔŋ33	jɔŋ1	中～（中间）[白]	9						
2900	j	ɔŋ	33	秧	jɔŋ33	jɔŋ1	插～，～苗	5						
2901	j	ɔŋ	33	殃	jɔŋ33	jɔŋ1	遭～，～及	5						
2902	j	ɔk	31	約	jɔk31	jɔk7	大～，～会	5						
2903	j	ɔŋ	213	羊	jɔŋ213	jɔŋ2		0						
2904	j	ɔŋ	213	洋	jɔŋ213	jɔŋ2	太平～	3						
2905	j	ɔŋ	213	楊	jɔŋ213	jɔŋ2	姓；～树	4						
2906	j	ɔŋ	213	陽	jɔŋ213	jɔŋ2	太～；揭～（地名）	9						
2907	j	ɔŋ	213	揚	jɔŋ213	jɔŋ2	表～，发～	5						
2908	j	ɔŋ	213	瘍	jɔŋ213	jɔŋ2	溃～	2						
2909	j	ɔŋ	33	養	jɔŋ33	jɔŋ1	培～，～猪	5						
2910	j	ɔŋ	33	癢	jɔŋ33	jɔŋ1	皮肤痒	3						
2911	j	ɔŋ	31	樣	jɔŋ31	jɔŋ3	一～	2						
2912	j	ɔŋ	31	樣	jɔŋ31	jɔŋ3	～般	2						
2913	j	ɔk	55	藥	jɔk5	jɔk8a	中～，～片	5						
2914	j	ɔk	31	躍	jɔk31	jɔk7	跳～，大～进	6						
2915	k	ɔn	33	光	kɔŋ33	kɔŋ1	阳～，～明	5						
2916	k	ɔn	31	廣	kɔŋ31	kɔŋ3	推～；～东（地名）	9						
2917	v	ɐn	33	桄	vɐn33	vɐn1	桌椅等腿间的横木	8						
2918	k	ɔk	31	郭	kɔk31	kɔk7	姓，～靖	4						
2919	kʰ	ɔn	31	曠	kʰɔŋ31	kʰɔŋ3	空～，～课	5						
2920	k	ɔk	31	廓	kɔk31	kɔk7	轮～	2						
2921	kʰ	ɔn	451	擴	kʰɔŋ451	kʰɔŋ5	～充，～大	5						
2922	f	ɔn	33	荒	fɔŋ33	fɔŋ1	开～，～唐	5						
2923	f	ɔn	33	慌	fɔŋ33	fɔŋ1	～张，心～	5						
2924	f	ɔn	33	謊	fɔŋ33	fɔŋ1	说～	2						
2925	f	ɔk	31	霍	fɔk31	fɔk7	姓；～乱	4						
2926	f	ɔk	31	藿	fɔk31	fɔk7	～香（中药）	6						
2927	v	ɔn	213	黃	vɔŋ213	vɔŋ2	姓；～色	4						
2928	v	ɔn	213	簧	vɔŋ213	vɔŋ2	弹～	2						
2929	v	ɔn	213	皇	vɔŋ213	vɔŋ2	～帝	2						
2930	v	ɔn	213	蝗	vɔŋ213	vɔŋ2	～虫	2						
2931	v	ɔn	213	凰	vɔŋ213	vɔŋ2	凤～	2						
2932	f	ɔn	31	晃	fɔŋ31	fɔŋ3	摇～，～动	5						
2933	f	ɔn	31	晃	fɔŋ31	fɔŋ3	～光	2						
2934	v	ɔk	55	鑊	vɔk5	vɔk8a	锅	1						
2935	v	ɔn	451	汪	vɔŋ451	vɔŋ5	姓，～洋	4						
2936	f	ɔn	33	方	fɔŋ33	fɔŋ1	地～，大～	5						
2937	f	ɔn	33	肪	fɔŋ33	fɔŋ1	脂～	2						
2938	f	ɔn	31	倣	fɔŋ31	fɔŋ3	～效	2						
2939	f	ɔn	451	放	fɔŋ451	fɔŋ5	解～，～心[文]	8						
2940	f	ɔn	451	放	fɔŋ451	fɔŋ5	～手[白]	5						
2941	f	ɔn	33	芳	fɔŋ33	fɔŋ1	～香	2						
2942	f	ɔn	213	妨	fɔŋ213	fɔŋ2	～碍	2						
2943	f	ɔn	31	紡	fɔŋ31	fɔŋ3	～织	2						
2944	f	ɔn	31	仿	fɔŋ31	fɔŋ3	～照，相～	5						
2945	f	ɔn	31	彷	fɔŋ31	fɔŋ3	～佛	2						
2946	f	ɔn	31	訪	fɔŋ31	fɔŋ3	采～，～问	5						
2947	f	ɔn	213	房	fɔŋ213	fɔŋ2	～间	2						
2948	f	ɔn	213	房	fɔŋ213	fɔŋ2	姓，～玄龄	5						
2949	f	ɔn	213	防	fɔŋ213	fɔŋ2	～止，国～	5						
2950	m	ɔn	213	亡	mɔŋ213	mɔŋ2	死～	2						
2951	m	ɔn	33	芒	mɔŋ33	mɔŋ1	～果	2						
2952	m	ɔn	33	芒	mɔŋ33	mɔŋ1	～花草（可制扫帚）	9						
2953	m	ian	31	網	mian31	mian3	鱼～，～络	5						
2954	m	ɔn	213	忘	mɔŋ213	mɔŋ2	～记，遗～[文]	8						
2955	m	ɔn	213	忘	mɔŋ213	mɔŋ2	～记，遗～[白]	8						
2956	m	ɔn	213	忘	mɔŋ213	mɔŋ2	添～（忘记）[白]	9						
2957	m	ɔn	213	妄	mɔŋ213	mɔŋ2	狂～，痴心～想	7						
2958	m	ɔn	31	望	mɔŋ31	mɔŋ3	失～	2						
2959	f	ɔk	55	縛	fɔk5	fɔk8a	束～	2						
2961	kʰ	ɔn	33	匡	kʰɔŋ33	kʰɔŋ1	～扶正义；赵～胤（人名）	12						
2962	kʰ	ɔn	33	筐	kʰɔŋ33	kʰɔŋ1	箩～，两～[文]	8						
2963	kʰ	ɔn	33	筐	kʰɔŋ33	kʰɔŋ1	两～[白]	5						
2964	kʰ	ɔn	33	眶	kʰɔŋ33	kʰɔŋ1	眼眶	2						
2965	kʰ	ɔn	213	狂	kʰɔŋ213	kʰɔŋ2	发～	2						
2966	kʰ	ɔn	451	況	kʰɔŋ451	kʰɔŋ5	情～，～且	5						
2967	v	ɔn	31	枉	vɔŋ31	vɔŋ3	冤～	2						
2968	v	ɔn	213	王	vɔŋ213	vɔŋ2	姓；大～	4						
2969	v	ɔn	33	往	vɔŋ33	vɔŋ1	来～，～日	5						
2970	v	ɔn	31	旺	vɔŋ31	vɔŋ3	兴～	2						
2971	p	ɔn	33	邦	pɔŋ33	pɔŋ1	～国；刘～（人名）	9						
2972	p	ɔn	31	綁	pɔŋ31	pɔŋ3	捆～	2						
2973	p	ɔk	31	剝	pɔk31	pɔk7	～削，～皮	5						
2974	p	ɔk	31	駁	pɔk31	pɔk7	反～	2						
2975	pʰ	an	31	胖	pʰan31	pʰan3	～子，肥～	5						
2976	pʰ	ɔk	31	樸	pʰɔk31	pʰɔk7	～素	2						
2977	pʰ	ɔn	213	龐	pʰɔŋ213	pʰɔŋ2	～大；姓，～太师	8						
2978	p	on	31	棒	pʊŋ31	pʊŋ3	棍～，～打鸳鸯	7						
2979	f	on	33	蚌	fʊŋ33	fʊŋ1	～埠（地名）	6						
2980	f	on	33	蚌	fʊŋ33	fʊŋ1	～壳	2						
2981	pʰ	au	451	雹	pʰau451	pʰau5	冰～	2						
2982	tsʰ	ɔn	33	樁	tsʰɔŋ33	tsʰɔŋ1	打～	2						
2983	tsʰ	ɔk	31	桌	tsʰɔk31	tsʰɔk7	书～	2						
2984	tsʰ	ɔk	31	卓	tsʰɔk31	tsʰɔk7	～越；姓，～别林	8						
2985	t	iœt	31	琢	tiœt31	tiœt7	～磨，雕～	5						
2986	t	iœt	31	啄	tiœt31	tiœt7	～木鸟，鸡～米	7						
2987	tsʰ	ɔn	31	撞	tsʰɔŋ31	tsʰɔŋ3	～人	2						
2988	tsʰ	ɔk	55	濁	tsʰɔk5	tsʰɔk8a	浑～	2						
2989	ts	ɔk	31	捉	tsɔk31	tsɔk7	捕～，～棋（下棋）	9						
2990	tsʰ	ɔn	33	窗	tsʰɔŋ33	tsʰɔŋ1	门～，～帘	5						
2991	tsʰ	ɔk	31	鐲	tsʰɔk31	tsʰɔk7	手～	2						
2992	ɬ	on	33	雙	ɬʊŋ33	ɬʊŋ1	一～鞋	3						
2993	ɬ	ɔk	31	朔	ɬɔk31	ɬɔk7	每月初一，～望	7						
2994	k	ɔn	33	江	kɔŋ33	kɔŋ1	长～，～湖	5						
2995	k	ɔn	33	扛	kɔŋ33	kɔŋ1	肩扛，双手抬	6						
2996	k	ɔn	31	講	kɔŋ31	kɔŋ3	～话	2						
2997	k	ɔn	31	港	kɔŋ31	kɔŋ3	～口；香～（地名）	9						
2998	k	ɔn	451	降	kɔŋ451	kɔŋ5	下～，～低	5						
2999	k	on	33	□	kʊŋ33	kʊŋ1	彩虹	2						
3000	kʰ	iœt	31	覺	kʰiœt31	kʰiœt7	～得，知～	5						
3001	k	ɔk	31	角	kɔk31	kɔk7	牛～，～色	5						
3002	k	au	31	餃	kau31	kau3	饺子，水～	5						
3003	kʰ	iœn	33	腔	kʰiœn33	kʰiœn1	口～	2						
3004	kʰ	ɔk	31	確	kʰɔk31	kʰɔk7	～定，的～	5						
3005	h	ɔk	31	殼	hɔk31	hɔk7	贝～	2						
3006	ŋ	ɔk	55	嶽	ŋɔk5	ŋɔk8a	五～	2						
3007	ŋ	ɔk	55	岳	ŋɔk5	ŋɔk8a	姓，～飞	4						
3008	ŋ	ɔk	55	樂	ŋɔk5	ŋɔk8a	音～	2						
3009	k	ɔn	451	降	kɔŋ451	kɔŋ5	投～	2						
3010	h	ɔn	31	項	hɔŋ31	hɔŋ3	～链；姓，～羽	7						
3011	k	ɔn	31	巷	kɔŋ31	kɔŋ3	巷子，两条～	6						
3012	h	ɔk	55	學	hɔk5	hɔk8a	数～，～习	5						
3013	ʔ	æp	31	握	ʔæp31	ʔæp7	～手，把～	5						
3014	t	ɐn	33	崩	tɐn33	tɐn1	*倒塌，山～，～溃	9						
3016	pʰ	ɐn	213	朋	pʰɐn213	pʰɐn2	～友	2						
3017	m	ɐt	55	墨	mɐt5	mɐt8a	～水	2						
3018	m	ɐt	55	默	mɐt5	mɐt8a	沉～，～写	5						
3019	t	ɐn	33	登	tɐn33	tɐn1	～山，攀～	5						
3020	t	ɐn	33	燈	tɐn33	tɐn1	～光	2						
3021	t	ɐt	31	等	tɐt31	tɐt7	～人，高～	5						
3022	t	ɐn	451	凳	tɐn451	tɐn5	凳子	2						
3023	t	ɐt	31	得	tɐt31	tɐt7	获～，～意	5						
3024	t	ɐt	31	德	tɐt31	tɐt7	品～；～国（国名）	9						
3026	tʰ	ɐn	213	騰	tʰɐn213	tʰɐn2	奔～	2						
3028	tʰ	ɐn	213	藤	tʰɐn213	tʰɐn2	～椅	2						
3029	tʰ	on	451	疼	tʰʊŋ451	tʰʊŋ5	疼痛	2						
3030	tʰ	ɐn	31	鄧	tʰɐn31	tʰɐn3	姓，～小平	5						
3031	tʰ	ɐt	55	特	tʰɐt5	tʰɐt8a	～别	2						
3032	n	ɐn	213	能	nɐn213	nɐn2	才～，～够	5						
3033	h	iɛt	55	肋	hiɛt5	hiɛt8a	～骨	2						
3034	l	ɐt	55	勒	lɐt5	lɐt8a	～索	2						
3035	ts	ɐn	33	曾	tsɐn33	tsɐn1	姓	1						
3036	ts	ɐn	33	增	tsɐn33	tsɐn1	～加	2						
3037	ts	ɐn	33	憎	tsɐn33	tsɐn1	～恨	2						
3038	ts	ɐt	31	則	tsɐt31	tsɐt7	否～，规～	5						
3039	ts	ɐn	33	蹭	tsɐn33	tsɐn1	磨～	2						
3040	tsʰ	ɐn	213	曾	tsʰɐn213	tsʰɐn2	～经	2						
3041	tsʰ	ɐn	213	層	tsʰɐn213	tsʰɐn2	～次	2						
3042	tsʰ	ɐn	31	贈	tsʰɐn31	tsʰɐn3	～送	2						
3043	tsʰ	ɐt	55	賊	tsʰɐt5	tsʰɐt8a	做～	2						
3044	ts	ɐn	33	僧	tsɐn33	tsɐn1	唐～，沙～	5						
3045	ts	ɐn	33	僧	tsɐn33	tsɐn1	～人	2						
3046	ɬ	ɐt	31	塞	ɬɐt31	ɬɐt7	堵～，～车	5						
3047	h	ɐn	31	肯	hɐn31	hɐn3	～定，中～[文]	8						
3048	h	ɐn	31	肯	hɐn31	hɐn3	愿意，～去[白]	8						
3049	kʰ	iɛt	31	刻	kʰiɛt31	kʰiɛt7	时～ ，～画[文]	9						
3050	kʰ	iɛt	31	刻	kʰiɛt31	kʰiɛt7	～字[白]	5						
3051	kʰ	iɛt	31	克	kʰiɛt31	kʰiɛt7	～服，攻～	5						
3052	h	ɐt	31	黑	hɐt31	hɐt7	～白	2						
3053	h	ɐn	213	恒	hɐn213	hɐn2	～心，永～	5						
3054	p	ɐn	33	冰	pɐn33	pɐn1	结～，～箱	5						
3055	pʰ	ɐn	213	憑	pʰɐn213	pʰɐn2	文～，～借[文]	8						
3056	pʰ	ɐn	213	憑	pʰɐn213	pʰɐn2	倚靠，～墙[白]	8						
3057	n	ɔk	55	匿	nɔk5	nɔk8a	～名信	3						
3058	l	ɐn	213	陵	lɐn213	lɐn2	中山～	3						
3059	l	ɐn	213	淩	lɐn213	lɐn2	冰淇～，壮志～云	8						
3060	l	ɐn	213	菱	lɐn213	lɐn2	～角	2						
3061	l	ɐt	55	力	lɐt5	lɐt8a	大～，～量	5						
3062	ts	ɐt	31	卽	tsɐt31	tsɐt7	～时，立～	5						
3063	ts	ɐt	31	鯽	tsɐt31	tsɐt7	～鱼	2						
3064	ɬ	ɐt	31	息	ɬɐt31	ɬɐt7	休～[文]	5						
3065	ɬ	ɐt	31	息	ɬɐt31	ɬɐt7	子息，孙～[白]	8						
3066	ɬ	ɐt	31	熄	ɬɐt31	ɬɐt7	～火	2						
3067	ɬ	ɐt	31	媳	ɬɐt31	ɬɐt7	～妇，婆～	5						
3068	ts	ɐn	33	徵	tsɐn33	tsɐn1	～求	2						
3069	kʰ	ian	213	澄	kʰian213	kʰian2	～清[文]	5						
3070	kʰ	ian	213	澄	kʰian213	kʰian2	水浑，澄一澄[白]	9						
3071	kʰ	ian	213	澄	kʰian213	kʰian2	～海（地名）[白]	9						
3072	ts	ɐn	33	懲	tsɐn33	tsɐn1	～罚，严～	5						
3073	tsʰ	ɐn	213	橙	tsʰɐn213	tsʰɐn2	橙子	2						
3074	t	ɐn	33	瞪	tɐn33	tɐn1	瞪眼，目～口呆[文]	10						
3075	t	ɐn	33	瞪	tɐn33	tɐn1	瞪眼[白]	5						
3076	tsʰ	ɐt	55	直	tsʰɐt5	tsʰɐt8a	～接	2						
3077	tsʰ	ɐt	55	值	tsʰɐt5	tsʰɐt8a	价～，～日	5						
3078	ts	ɐt	31	側	tsɐt31	tsɐt7	～面	2						
3079	tsʰ	ɐt	31	測	tsʰɐt31	tsʰɐt7	～量，观～	5						
3080	ɬ	ɐt	31	色	ɬɐt31	ɬɐt7	颜～，～彩	5						
3081	ɬ	ɐt	55	嗇	ɬɐt5	ɬɐt8a	吝啬	2						
3082	ts	ɐn	33	蒸	tsɐn33	tsɐn1	清～，～发	5						
3083	s	ɐn	213	拯	sɐn213	sɐn2	～救；包～（人名）	9						
3084	ts	ɐn	451	證	tsɐn451	tsɐn5	～明	2						
3085	ts	ɐn	451	症	tsɐn451	tsɐn5	～状	2						
3086	ts	ɐt	31	織	tsɐt31	tsɐt7	纺～，～布	5						
3087	ts	ɐt	31	職	tsɐt31	tsɐt7	～位，称～	5						
3088	tsʰ	ɐn	451	稱	tsʰɐn451	tsʰɐn5	～心如意，对～	7						
3089	tsʰ	ɐn	33	稱	tsʰɐn33	tsʰɐn1	～呼	2						
3090	tsʰ	ɐn	451	秤	tsʰɐn451	tsʰɐn5	用以称物，～砣	7						
3091	s	ɐn	213	乘	sɐn213	sɐn2	～机，～车	5						
3092	s	ɐn	213	乘	sɐn213	sɐn2	加减乘除	4						
3093	s	ɐn	213	繩	sɐn213	sɐn2	～之以法	4						
3095	s	ɐn	31	剩	sɐn31	sɐn3	～下，～余	5						
3096	s	ɐt	55	食	sɐt5	sɐt8a	粮～；吃	4						
3097	s	ɐt	55	蝕	sɐt5	sɐt8a	腐～	2						
3098	s	ɐn	33	升	sɐn33	sɐn1	～级	2						
3099	s	ɐn	451	勝	sɐn451	sɐn5	～任	2						
3100	s	ɐn	451	勝	sɐn451	sɐn5	～利，战～	5						
3101	s	ɐt	31	識	sɐt31	sɐt7	相～，～字	5						
3102	s	ɐt	31	式	sɐt31	sɐt7	～样，公～	5						
3103	ɬ	ɐt	31	飾	ɬɐt31	ɬɐt7	装～	2						
3104	s	ɐn	213	承	sɐn213	sɐn2	～担，继～	5						
3105	s	ɐn	213	丞	sɐn213	sɐn2	～相	2						
3106	tsʰ	ɐt	55	殖	tsʰɐt5	tsʰɐt8a	繁～	2						
3107	tsʰ	ɐt	55	植	tsʰɐt5	tsʰɐt8a	～物	2						
3108	l	ɐn	213	仍	lɐn213	lɐn2	～然	2						
3109	kʰ	ɐt	55	極	kʰɐt5	kʰɐt8a	南～	2						
3110	ȵ	i	213	凝	ȵi213	ȵi2	～聚，～结	5						
3111	kʰ	ian	213	凝	kʰian213	kʰian2	凝固，～油[训]	8						
3112	k	iɛt	31	凝	kiɛt31	kiɛt7	冰霜，霜～[训]	8						
3113	h	ɐn	33	興	hɐn33	hɐn1	～旺；绍～（地名）	9						
3114	h	ɐn	451	興	hɐn451	hɐn5	高～，～趣[文]	8						
3115	h	ɐn	451	興	hɐn451	hɐn5	高兴[白]	5						
3116	j	ɐn	33	應	jɐn33	jɐn1	～当，～该	5						
3117	j	ɐn	451	應	jɐn451	jɐn5	～用，响～	5						
3118	j	ɐn	33	鷹	jɐn33	jɐn1	老～	2						
3119	j	ɐt	55	憶	jɐt5	jɐt8a	回～	2						
3120	j	ɐt	55	億	jɐt5	jɐt8a	十～	2						
3121	j	ɐt	55	抑	jɐt5	jɐt8a	～制，压～	5						
3122	j	ɐn	213	蠅	jɐn213	jɐn2	乌～（苍蝇）	6						
3123	j	ɐn	31	孕	jɐn31	jɐn3	怀～，～妇	5						
3124	j	ɐt	55	翼	jɐt5	jɐt8a	鸡～，机～	5						
3125	v	ɔk	31	國	vɔk31	vɔk7	～家，中～	5						
3126	h	ian	213	弘	hian213	hian2	～扬	2						
3127	f	ɐt	55	或	fɐt5	fɐt8a	～者	2						
3128	v	ɐt	55	惑	vɐt5	vɐt8a	迷～	2						
3129	f	ɐt	55	域	fɐt5	fɐt8a	领～，地～	5						
3130	p	ɐt	31	百	pɐt31	pɐt7	～姓	2						
3131	p	ɐt	31	柏	pɐt31	pɐt7	松～，～树；～林（地名）	12						
3132	p	ɐt	31	伯	pɐt31	pɐt7	大～	2						
3133	pʰ	ɐt	31	迫	pʰɐt31	pʰɐt7	压～，～害[训]	8						
3134	pʰ	ɐn	33	烹	pʰɐn33	pʰɐn1	～调	2						
3135	pʰ	ɐt	31	拍	pʰɐt31	pʰɐt7	～片，～球	5						
3136	pʰ	ɐt	31	珀	pʰɐt31	pʰɐt7	琥～	2						
3137	pʰ	ɐt	31	魄	pʰɐt31	pʰɐt7	魂～，气～	5						
3138	pʰ	ɐn	213	彭	pʰɐn213	pʰɐn2	姓，～德怀	5						
3139	pʰ	ɐn	213	膨	pʰɐn213	pʰɐn2	～胀	2						
3140	pʰ	ɐt	55	白	pʰɐt5	pʰɐt8a	～色	2						
3141	m	ɐn	213	盲	mɐn213	mɐn2	文～，～目	5						
3142	m	ɐn	33	虻	mɐn33	mɐn1	牛～	2						
3143	m	ɐn	33	猛	mɐn33	mɐn1	～烈，凶～	5						
3144	m	ɐn	31	孟	mɐn31	mɐn3	姓，～姜女	5						
3146	p	ɐt	31	陌	pɐt31	pɐt7	～生人	3						
3147	t	a	31	打	ta31	ta3	～针	2						
3148	l	ɐn	33	冷	lɐn33	lɐn1	～热，～清	5						
3149	tsʰ	ɐn	451	撐	tsʰɐn451	tsʰɐn5	支～，～开	5						
3150	tsʰ	ɐt	31	拆	tsʰɐt31	tsʰɐt7	～开	2						
3151	tsʰ	ɐt	55	澤	tsʰɐt5	tsʰɐt8a	毛～东（人名）	7						
3152	tsʰ	ɐt	55	擇	tsʰɐt5	tsʰɐt8a	选～[文]	5						
3153	k	an	31	擇	kan31	kan3	～菜[白]	5						
3154	tsʰ	ɐt	55	宅	tsʰɐt5	tsʰɐt8a	住～	2						
3155	ts	a	451	窄	tsa451	tsa5	狭～	2						
3156	ɬ	ɐn	33	生	ɬɐn33	ɬɐn1	学～，～活[文]	8						
3157	ɬ	ɐn	33	生	ɬɐn33	ɬɐn1	与“死”相对[白]	9						
3158	ɬ	ɐn	33	牲	ɬɐn33	ɬɐn1	牺～[文]	5						
3159	ɬ	ɐn	33	牲	ɬɐn33	ɬɐn1	头～[白]	5						
3160	ɬ	ɐn	33	甥	ɬɐn33	ɬɐn1	外～	2						
3161	ɬ	ɐn	31	省	ɬɐn31	ɬɐn3	～长，节～[文]	8						
3162	h	an	33	省	han33	han1	节省，～钱[白]	8						
3163	k	eŋ	33	更	keŋ33	keŋ1	～换，～衣	5						
3164	k	eŋ	33	更	keŋ33	keŋ1	五～	2						
3165	k	eŋ	33	庚	keŋ33	keŋ1	天干，庚辛壬癸	7						
3166	k	eŋ	33	羹	keŋ33	keŋ1	调～；米糊	5						
3167	kʰ	eŋ	31	哽	kʰeŋ31	kʰeŋ3	哽住，骨头～到	7						
3168	k	eŋ	31	梗	keŋ31	keŋ3	心肌～塞[文]	7						
3169	kʷ	eŋ	31	梗	kʷeŋ31	kʷeŋ3	茎，菜～[白]	7						
3170	k	eŋ	451	更	keŋ451	keŋ5	～加	2						
3171	k	ɐt	31	格	kɐt31	kɐt7	～式；还珠～～[文]	10						
3172	k	ɐt	31	格	kɐt31	kɐt7	空～，三～[白]	8						
3173	h	eŋ	33	坑	heŋ33	heŋ1	水～，～沟	5						
3174	h	ɐt	31	客	hɐt31	hɐt7	请～	2						
3175	ŋ	ɐn	31	硬	ŋɐn31	ŋɐn3	软～	2						
3176	ŋ	ɐt	31	額	ŋɐt31	ŋɐt7	名～	2						
3177	h	ɐn	33	亨	hɐn33	hɐn1	～通；～特（人名）	9						
3178	h	ɐt	31	赫	hɐt31	hɐt7	～～有名，显～	7						
3179	h	ɐt	31	嚇	hɐt31	hɐt7	～一跳	3						
3180	h	eŋ	213	行	heŋ213	heŋ2	～为；行走	5						
3181	v	eŋ	213	衡	veŋ213	veŋ2	～量，平～	5						
3182	kʰ	eŋ	451	杏	kʰeŋ451	kʰeŋ5	～仁	2						
3183	h	eŋ	213	行	heŋ213	heŋ2	品～	2						
3184	p	ɔŋ	33	浜	pɔŋ33	pɔŋ1	沙家～	3						
3185	m	iɛt	31	擘	miɛt31	miɛt7	用手分开，～开	7						
3186	pʰ	eŋ	213	棚	pʰeŋ213	pʰeŋ2	楼～，瓜～	5						
3187	m	ɐn	213	萌	mɐn213	mɐn2	～芽	2						
3188	m	ɔn	213	氓	mɔŋ213	mɔŋ2	流～	2						
3189	m	ɐt	55	麥	mɐt5	mɐt8a	小～，～芽糖	6						
3190	m	ɐt	31	脈	mɐt31	mɐt7	～搏，把～	5						
3191	ts	ɐt	31	摘	tsɐt31	tsɐt7	～菜	2						
3192	ts	ɐn	33	爭	tsɐn33	tsɐn1	～取，斗～[文]	8						
3193	ts	ɐn	33	爭	tsɐn33	tsɐn1	相～，～唔多（差不多）[白]	14						
3194	ts	ɐn	33	箏	tsɐn33	tsɐn1	风～	2						
3195	ts	ɐn	33	睜	tsɐn33	tsɐn1	～眼	2						
3196	ts	ɐt	31	責	tsɐt31	tsɐt7	～任，负～	5						
3197	tsʰ	ɐt	31	策	tsʰɐt31	tsʰɐt7	～划，政～	5						
3198	tsʰ	ɐt	31	冊	tsʰɐt31	tsʰɐt7	两～，～封	5						
3199	k	eŋ	33	耕	keŋ33	keŋ1	～田	2						
3200	k	eŋ	31	耿	keŋ31	keŋ3	忠心～～；姓，～精忠	10						
3201	k	ɐt	31	革	kɐt31	kɐt7	～命，改～	5						
3202	k	ɐt	31	隔	kɐt31	kɐt7	～壁	2						
3203	k	eŋ	33	莖	keŋ33	keŋ1	根；莲～	4						
3204	h	eŋ	31	幸	heŋ31	heŋ3	荣～，～福	5						
3205	ʔ	eŋ	33	鶯	ʔeŋ33	ʔeŋ1	黄～，夜～	5						
3206	j	ɐn	33	鸚	jɐn33	jɐn1	～鹉	2						
3207	j	ɐn	33	櫻	jɐn33	jɐn1	～桃	2						
3208	ʔ	ɐp	31	扼	ʔɐp31	ʔɐp7	～杀，～制	5						
3209	ʔ	ɐp	31	軛	ʔɐp31	ʔɐp7	牛～（牛耕田时套的人字形工具）	15						
3210	p	ɐn	33	兵	pɐn33	pɐn1	当～	2						
3211	p	ian	31	丙	pian31	pian3	天干，甲乙丙丁	7						
3212	p	ɐn	31	秉	pɐn31	pɐn3	～持，～公办事	7						
3213	p	ian	451	柄	pian451	pian5	刀～，把～	5						
3214	p	iɛt	31	碧	piɛt31	piɛt7	～玉，～绿	5						
3215	pʰ	ɐn	213	平	pʰɐn213	pʰɐn2	和～，～时[文]	8						
3216	pʰ	ian	213	平	pʰian213	pʰian2	～头，～地[白]	8						
3217	pʰ	ɐn	213	坪	pʰɐn213	pʰɐn2	草～	2						
3218	pʰ	ɐn	213	評	pʰɐn213	pʰɐn2	批～，～论	5						
3219	pʰ	ian	31	病	pʰian31	pʰian3	～人	2						
3220	m	ɐn	213	鳴	mɐn213	mɐn2	～叫	2						
3221	m	ɐn	213	明	mɐn213	mɐn2	～白，清～[文]	8						
3222	m	ɐn	213	明	mɐn213	mɐn2	清～[白]	5						
3223	m	ɐn	213	盟	mɐn213	mɐn2	同～，～友	5						
3224	m	ɐn	31	皿	mɐn31	mɐn3	器～	2						
3225	m	ian	31	命	mian31	mian3	～令[文]	5						
3226	m	ian	31	命	mian31	mian3	～运，算～[白]	8						
3227	k	ɐn	33	京	kɐn33	kɐn1	北～，～剧	5						
3228	k	ɐn	33	荊	kɐn33	kɐn1	～州（地名）[文]	9						
3229	k	ɐn	33	荊	kɐn33	kɐn1	布～子（中药）[白]	10						
3230	k	ian	33	驚	kian33	kian1	害怕；～蛰	5						
3231	k	eŋ	31	境	keŋ31	keŋ3	环～，～界	5						
3232	k	eŋ	31	景	keŋ31	keŋ3	～色，风～	5						
3233	k	ɐn	31	警	kɐn31	kɐn3	～察，报～	5						
3234	k	ɐn	451	敬	kɐn451	kɐn5	尊～，～酒	5						
