#漢字	音標	解釋
毛	mɔ1	~病，鸡~;～病，鸡～
民	men2	人~，~族;人～，～族
氣	hi5	~人，空~;～人，空～
水	sei3	~果，~平;～果，～平
永	jyn3	~远;～远
汁	tsɛp8	菜~，果~
汁	ʦɛp8	菜～，果～
求	kʰɛu2	要~;要～
汗	hɔn3	出~，~马功劳;出～，～马功劳
江	kɔŋ1	长~，~湖;长～，～湖
池	tsʰə2	水~
池	ʦʰə2	水～
決	kiɛt7	~定;～定
沈	sem3	姓;地名，~阳;姓；地名，～阳
沉	tsʰem2	~底
沉	ʦʰem2	～底
沙	sa1	泥~，~漠;泥～，～漠
河	hɔ2	黄~;黄～
油	jɛu2	麻~;麻～
沾	tʃam5	~光
沾	ʧam5	～光
法	fa3	方~;方～
波	pɔ1	风~，~浪;风～，～浪
泥	nɛ2	水~，地~(地板);水～，地～（地板）
洗	ɬɛ3	~菜，~衣机;～菜，～衣机
洞	tʰuŋ3	山~，~察;山～，～察
活	vat8	生~;生～
派	pʰai5	正~，~出所;正～，～出所
浪	lɔŋ3	风~，~费;风～，～费
海	hɔi3	大~;大～
浸	tsem5	~水
浸	ʦem5	～水
消	ɬiau1	~化;～化
涉	sap8	~及;～及
涼	liɔŋ2	天~
淡	tʰam1	~水(地名);咸~;浓~;～水（地名）;咸～；浓～
淨	tɕiaŋ1	干~
淨	ʨiaŋ1	干～
深	tsʰem1	~浅，~入
深	ʦʰem1	～浅，～入
淺	tɕʰian3	深~
淺	ʨʰian3	深～
添	tʰiam1	~加，~丁;～加，～丁
渣	tsa1	药~
渣	ʦa1	药～
港	kɔŋ3	~口;香~(地名);～口；香～（地名）
渴	hɔi3	口渴;~望;口渴；～望
湊	tɕiu5	~数，~热闹
湊	ʨiu5	～数，～热闹
