#漢字	音標	解釋
世	sei5	
勢	sei5	
誓	sei5	
逝	sei5	
雞	kei1	
計	kei5	
繼	kei5	
系	kei5	~鞋带
係	kei5	~鞋带
繫	kei5	~鞋带
髻	kei5	
□	kei5	蒂
□	kei6	虚掩（门）
稽	kʰei1	
溪	kʰei1	
奚	kʰei1	
兮	kʰei1	
啓	kʰei3	
契	kʰei5	
□	ŋei1	乞求
□	ŋei5	
好	ŋei5	
奇	ŋei5	
倪	ŋei6	又音
毅	ŋei6	
危	ŋei6	
僞	ŋei6	
魏	ŋei6	
藝	ŋei6	
係	hei6	
□	∅ei5	失落
系	∅ei6	确~实情
係	∅ei6	确~实情
繫	∅ei6	确~实情
系	∅ei6	确~实情
係	∅ei6	确~实情
繫	∅ei6	确~实情
系	∅ei6	确~实情
係	∅ei6	确~实情
繫	∅ei6	确~实情
□	ȵiei2	无~痴：形容小孩很调皮
□	ȵiei3	小孩儿对肉的称呼
□	∅iei3	哭泣
□	∅iei3	哭泣
閨	kuei1	
龜	kuei1	
歸	kuei1	
奎	kuei2	
逵	kuei2	
葵	kuei2	
癸	kuei2	
詭	kuei3	
軌	kuei3	
鬼	kuei3	
鮭	kuei5	
圭	kuei5	
桂	kuei5	
季	kuei5	
貴	kuei5	
跪	kuei6	
櫃	kuei6	
規	kʰuei1	
虧	kʰuei1	
窺	kʰuei1	
愧	kʰuei5	
喂	∅uei1	叹词
餵	∅uei1	叹词
揮	∅uei1	
輝	∅uei1	
威	∅uei1	
爲	∅uei2	作~
維	∅uei2	
惟	∅uei2	
遺	∅uei2	
唯	∅uei2	
違	∅uei2	
圍	∅uei2	
毀	∅uei3	
燬	∅uei3	
譭	∅uei3	
委	∅uei3	
慰	∅uei3	
偉	∅uei4	
葦	∅uei4	
緯	∅uei4	
胃	∅uei4	
喂	∅uei5	动词
餵	∅uei5	动词
衛	∅uei6	
惠	∅uei6	
慧	∅uei6	
爲	∅uei6	~什么
位	∅uei6	
諱	∅uei6	
畏	∅uei6	
謂	∅uei6	
蝟	∅uei6	
鰓	foᵃi1	
腮	foᵃi1	
才	foᵃi2	
纔	foᵃi2	
材	foᵃi2	
財	foᵃi2	
裁	foᵃi2	
在	foᵃi4	
賽	foᵃi5	
災	toᵃi1	
栽	toᵃi1	
臺	toᵃi2	
檯	toᵃi2	
颱	toᵃi2	
台	toᵃi2	
臺	toᵃi2	
檯	toᵃi2	
颱	toᵃi2	
台	toᵃi2	
苔	toᵃi2	
薹	toᵃi2	
抬	toᵃi2	
待	toᵃi2	
怠	toᵃi2	
殆	toᵃi2	
宰	toᵃi3	
載	toᵃi5	满~
再	toᵃi5	
載	toᵃi5	满~
載	toᵃi5	满~
代	toᵃi6	
袋	toᵃi6	
胎	tʰoᵃi1	
彩	tʰoᵃi3	
綵	tʰoᵃi3	
採	tʰoᵃi3	
采	tʰoᵃi3	
寀	tʰoᵃi3	
菜	tʰoᵃi5	
蔡	tʰoᵃi5	
耐	noᵃi6	
奈	noᵃi6	
來	loᵃi2	
□	tsoᵃi3	（一）株
□	ȵoᵃi1	身上某个部位撞倒硬物后起的
包	ȵoᵃi1	
該	koᵃi1	
改	koᵃi3	
蓋	koᵃi5	
盖	koᵃi5	
丐	koᵃi5	
磕	koᵃi5	
概	kʰoᵃi5	
溉	kʰoᵃi5	
慨	kʰoᵃi5	
呆	ŋoᵃi2	
(	ŋoᵃi2	
怡	ŋoᵃi2	
)	ŋoᵃi2	
呆	ŋoᵃi2	
艾	ŋoᵃi6	
開	hoᵃi1	
凱	hoᵃi3	
海	hoᵃi3	
楷	hoᵃi3	
哀	∅oᵃi1	
埃	∅oᵃi1	
孩	∅oᵃi2	
亥	∅oᵃi4	
藹	∅oᵃi4	
諧	∅oᵃi4	
駭	∅oᵃi4	
愛	∅oᵃi5	
礙	∅oᵃi6	
害	∅oᵃi6	
□	ȵioᵃi1	被撞倒起的包包
□	ȵioᵃi5	（被鸡）啄
□	∅ioᵃi4	（血）哗哗（地流）
非	∅uiː1	
飛	∅uiː1	
妃	∅uiː1	
翡	∅uiː1	
匪	∅uiː3	
榧	∅uiː3	
