#漢字	音標	解釋
盞	tsan3	灯～（灯）
紮	tsæk7	～紧，驻～
鏟	tsʰan3	～草
察	tsʰæk7	观～
山	ɬan1	
產	tsʰan3	生～
殺	ɬæk7	～人，自～
艱	kan1	～苦
間	kan1	房～，中～
簡	kan3	～单
揀	kan3	挑选
間	kan5	～断，离～[文]
間	kan5	隔开[白]
眼	ŋan3	双～皮
閑	han2	～事，空～
限	han3	期～，～制
莧	han3	～菜
軋	tsæk7	～钢厂
班	pan1	上～
斑	pan1	～马
頒	pɐn1	～布，～奖
扳	pan1	～手，～开
板	pan3	黑～，石～
版	pan3	出～
攀	pʰan1	～登，高～
蠻	man2	不听话；野～
慢	man3	～车
棧	tsʰan3	客～；碗橱，碗～
鍘	tsʰæk8a	～刀
刪	ɬan1	～除
疝	ɬian3	～气（小肠气）
奸	kan1	～诈，～臣
鐧	kan3	杀手～
顏	ŋan2	姓；～色
雁	ŋan5	大～
瞎	hæk8a	～目
轄	hæk8b	管～，直～市
晏	ʔan5	晚、迟；～子使楚
鞭	pian1	皮～，～策
編	pʰian1	主～，～辑[文]
編	pʰian1	毛～，～毛编[白]
變	pian5	～化，改～
別	pʰiɛt8a	区～
鼈	piɛt7	甲鱼
篇	pʰian1	一～文章
偏	pʰian1	～～，～僻
騙	pʰian5	欺～
便	pʰian2	～宜
辨	pʰian3	分～，～别
辯	pʰian3	～论
汴	pian1	～京（北宋都城）
便	pian3	方～
別	pʰiɛt8a	离～，分～
綿	mian2	海～，～羊
棉	mian2	～花
免	mian1	难～，～除
勉	mian1	～强，～励
娩	mian1	分～
緬	mian3	～怀；～甸（地名）
面	mian5	～子
滅	mɐt8a	消～，～亡
□	tsʰa1	碾米
連	lian2	～长；大～（地名）
聯	lian2	～系；对～
列	liɛt8a	排～；～宁（人名）
列	liɛt8a	两～（两排）[白，量]
烈	liɛt8a	～士，热～
裂	liɛt8a	～开，分～
煎	tsian1	～药，～鱼
剪	tsian3	～刀
箭	tsian5	射～
濺	tsian5	～一身水
遷	tsʰian1	升～，～怒
淺	tsʰian3	深～
錢	tsʰian2	～财
踐	tsʰian3	实～
賤	tsʰian3	下～，～人
仙	ɬian1	神～
鮮	ɬian1	新～
鮮	ɬian3	朝～（国名）
癬	ɬian3	发～（生癣）
線	ɬian5	～索
薛	ɬiɛt7	姓，～宝钗
泄	ɬiɛt7	～漏，排～
羨	lian9	～慕
展	tsan3	开～，发～
哲	tsæk7	～学
徹	tsʰæk7	～底
撤	tsʰæk7	～退
纏	tsʰan9	纠～，～线
轍	tsʰiɛt7	南辕北～；苏～（人名）
氈	tsan1	羊毛～
戰	tsan5	～斗
顫	tʰan9	训读：～抖
折	tsæk7	～断，打～
浙	tsæk7	～江（地名）
舌	sæk8a	舌头
搧	san5	扇扇子，扇耳光[动]
扇	san5	扇子[名]
設	sæk7	～计，建～
蟬	sɐm2	
禪	sɐm2	～宗，～师
善	san3	～良，心～
膳	san3	～食，用～
單	tan1	姓
禪	sɐm2	～让，封～
折	tsæk7	～本（赔本）
然	jan2	～后，居～
燃	jan2	～烧
熱	ȵæk8a	冷～，～情
遣	tsʰian3	派～
乾	kʰian2	～坤，～隆
虔	kʰian2	～诚
件	kʰian3	事～
傑	kʰiɛt8a	～出
諺	ŋan5	农～，～语
孽	ȵæk7	造～
延	jan2	～长，～安
演	jan3	～员，表～
建	kian5	～设
揭	kʰian3	～发，～露
揭	kʰiɛt7	～阳（地名）
鍵	kʰian3	关～，～盘
腱	kʰian3	肌～
言	ȵan2	语～
軒	hian1	人名用字
掀	hun1	～起[文]
掀	jan1	～被[白]
憲	hian5	～法
獻	hian5	贡～
歇	hɔk7	～夜（过夜）
蠍	kʰiɛt7	蝎子，蛇～心肠
邊	pian1	～疆，旁～
蝙	pian3	～蝠
扁	pian3	圆扁
匾	pian3	牌～
遍	pʰian5	三～，～地，普～
片	pʰian5	一～，～面
撇	pʰiɛt7	～捺，～开
蹩	pʰi3	跛，～脚
眠	mɐn2	～床（床），安～
麵	mian3	～粉
蔑	mɐt7	～视
顚	tian1	～倒，～簸
典	tian3	～型，词～
天	tʰian1	～才
腆	tʰian3	腼～
鐵	tʰiɛt7	～皮
田	tʰian2	种～
塡	tʰian2	～空
電	tʰian3	触～，～灯
殿	tʰian3	宫～
奠	tian3	～基
墊	tʰiam3	～钱，座～
年	ȵan2	过～
撚	nian1	以指捻碎
捏	niɛt7	以指尖捏取小面积
憐	lian2	可～[文]
憐	lian2	可～[白]
蓮	lian2	～花，睡～
練	lian3	～习，熟～
鍊	lian3	～丹，锻～
链	lian3	项～，～条
楝	lian3	苦～树
箋	tsan1	便～，信～
薦	tsian5	推～
節	tsiɛt7	～约，竹～
千	tsʰian1	～万
切	tsʰiɛt7	～菜
前	tsʰian2	从～，～后
截	tsʰiɛt8a	～断
先	ɬian1	祖～，～进，～生
屑	ɬiau1	锯～[白，名]
屑	ɬiau1	不～一顾[文，动]
楔	ɬiɛp7	～入去（塞进去）[训]
肩	kian1	～头
堅	kian1	～强
繭	kan3	蚕～
見	kian5	～人，～识
結	kiɛt7	～婚，～疕[文，动]
結	kian3	打～[白]
潔	kiɛt7	～白，清～
牽	kʰian1	～牛花
硏	ŋan2	～究
硯	jan3	～台
顯	hian3	明～
賢	hian2	～惠，圣～
弦	hian2	琴～
現	hian3	～在，出～
煙	jan1	冒～
燕	jan5	姓；～京，～山（地名）
燕	jan5	燕子，～窝
嚥	jan1	～喉
宴	ʔan5	～会
般	pan1	～配，一～
搬	pan1	～运
半	pan5	一～，～日
絆	pʰan3	～脚石，～马索
鉢	pæk7	花～（花盆），衣～
撥	pʰæk7	～款
潘	pʰan1	姓
拚	pʰɐn3	～命
判	pʰan3	～断，审～
潑	pʰæk7	～水；泼辣
盤	pʰan2	算～
伴	pʰan3	～随，伙～[文]
伴	pʰan3	做～，冇～[白]
拌	pʰan3	凉～，搅～
叛	pʰan3	～徒，背～
瞞	man2	隐～
饅	man3	～头
鰻	man3	～鱼
滿	man1	～意
漫	man3	～画，～长
末	mæk8a	～尾
沫	mæk8a	泡～
抹	mæk7	～桌，～布
端	tɔŋ1	～正
短	tɔŋ3	长～
斷	tɔŋ5	判～，～案
鍛	tʰɔŋ3	～炼
掇	tʰɔk7	端东西，～菜
脫	tʰɔk7	～鞋，摆～
團	tʰɔŋ2	～结，～长
糰	tʰɔŋ2	饭～，面～
斷	tʰɔŋ1	～绝[文]
斷	tʰɔŋ1	线断了[白]
段	tʰɔŋ3	姓；阶～
緞	tʰɔŋ3	绸～
奪	tsʰɔk8a	～取
暖	nɔŋ1	冷～
鸞	lian2	～凤
卵	lɔŋ3	鸡～（鸡蛋），～生
亂	lun3	混～
□	ȵæk7	捋袖子
□	ȵai5	啃骨头
鑽	tsɔŋ5	～孔，～山洞[动]
纂	tsʰɔŋ3	编～
攢	tsan5	积～
鑽	tsɔŋ5	电～[名]，～石
撮	tsɐt8a	一～毛
□	tsy8a	英语音译：cheat。～人（骗人），～把戏（变魔术）
酸	ɬɔŋ1	～甜
算	ɬɔŋ5	计～
蒜	ɬɔŋ5	大蒜，蒜头
官	kʷɔŋ1	～司，当～
棺	kʷɔŋ1	～材
觀	kʷɔŋ1	参～，～音
冠	kʷɔŋ1	衣～，鸡～花
管	kʷɔŋ3	～理，气～
館	kʷɔŋ3	图书～
貫	kʷɔŋ5	一～，～彻
灌	kʷɔŋ5	～溉
罐	kʷɔŋ5	～头
觀	kʷɔŋ1	道～
冠	kʷɔŋ5	～军
括	kʷæk7	包～
寬	kʰɔŋ1	～松
款	kʰɔŋ3	汇～，拨～
闊	kʷʰæk7	开～
玩	ŋɔŋ3	～具，游～
歡	kʷʰɔŋ1	喜～，～喜
喚	fɔŋ3	呼～
煥	fɔŋ3	～然一新
豁	hæk8a	～免，～然开朗
桓	hɐn2	齐～公
完	van2	～全[文]
完	van2	用～，食～[白]
丸	jan2	肉～，药～
緩	fɔŋ3	～慢，迟～
皖	fɔŋ3	安徽简称，～南事变
換	vɔŋ3	交～[文]
換	vɔŋ3	～水[白]
換	vɔŋ3	金不换[白]
活	væk8a	生～
豌	vɔŋ3	～豆
碗	vɔŋ3	饭～
腕	vɔŋ3	手～
頑	ŋan2	～固，～皮
幻	van3	科～，～想
滑	væk8a	地～，～稽
猾	væk8a	狡～
挖	væk7	～掘[文]
挖	væk7	穵[白]
篡	tsʰɔŋ3	～位，～改
閂	ɬɔŋ1	～门，门～
拴	tsʰun2	拴住（捆绑）
刷	ɬæk7	～牙，牙～
關	kʷan1	～门，海～
慣	kʷan5	习～
刮	kʷæk7	～毛，搜～
還	van2	～原[文]
還	van2	～钱[白]
還	van2	～有[白]
環	van2	～境
患	van3	～病，忧～
宦	tsʰɐn2	*～官
彎	van1	转～
灣	van1	台～，海～
戀	lian2	～爱
劣	lɔk7	～质，恶～
全	tsʰɔŋ2	～部，安～
泉	tʰɔŋ2	～水，喷～
絕	tsʰit8a	～对
宣	ɬian1	～布，～传
選	ɬian3	～择，挑～
雪	ɬiɛt7	落～（下雪），～白
旋	ɬun2	～转
轉	tsɔŋ3	～学，～移，翻～
轉	tsɔŋ3	～圈
篆	tsʰɔŋ3	～体，～书，～刻
傳	tsʰɔŋ2	～达，流～
傳	tsʰɔŋ2	～记，自～
專	tsɔŋ1	～门，大～
磚	tsɔŋ1	～头
川	tsʰɔŋ1	四～
穿	tsʰɔŋ1	～堂风，揭～
喘	tsʰɔŋ3	哮～
串	tsʰɔŋ5	一～，～通
船	ɬɔŋ2	轮～
說	ɬɔk7	小～
軟	ȵɔŋ1	～弱
捲	kian3	～起来[动]
眷	kʰian5	～属
卷	kian3	试～[名]
絹	kian1	
圈	kʰian1	圆～，～套
拳	kʰian2	～头
權	kʰian2	～利
倦	kian3	疲～
圓	jan2	团～
員	jan2	人～，～工
院	jan3	医～，～长
緣	jan2	～分
沿	jan2	边～，～江路
鉛	jan2	～笔，～球
捐	kian1	～钱
悅	jæk8a	愉～
閱	jæk8a	～读
藩	fan1	曾国～
反	fan3	～对，造～
販	fan5	～毒，小～，～卖
髮	fæk7	头～
發	fæk7	～展，～财[文]
發	fæk7	～虫（长虫）[白]
翻	fan1	～书[文]
翻	fan1	翻转；呕吐[白]
番	fan1	三～两次，～薯
番	fan1	一～被（一床被子）
番	pʰan1	～禺（地名）
煩	fan2	麻～
礬	fan2	明～
繁	fan2	～华
飯	fan3	～店[文]
飯	fan3	食～（吃饭）[白]
伐	fæk8a	讨～，～木工人
筏	fæk8a	竹～（竹排）
罰	fæk8a	～款，惩～
晚	man3	～会
挽	van3	～留，手～手
萬	man3	～一
蔓	man3	～延，瓜～
襪	mɐt7	鞋～
蕨	kʰiɛt7	植物
勸	kʰian5	规～
券	kʰian5	国库～，证～
掘	kʷɐt8a	挖～
元	ȵan2	～旦[文]
元	jan2	一～钱[白]
原	ȵan2	～来，平～
源	ȵan2	～头，来～
阮	ȵɔŋ1	姓，～玲玉
願	ȵan3	～望
月	ȵɐt8a	三～
喧	ɬian1	～哗，～闹
冤	ȵan1	～枉
怨	ȵan5	～人，埋～
袁	ȵan2	姓，～世凯
轅	ȵan2	轩～
園	jan2	菜～，花～
援	jan2	～助，支～
遠	jan3	永～
越	jæk8a	～来～好
曰	jæk8b	子～
粵	jæk8b	～东
決	kiɛt7	～定
訣	kiɛt7	口～
犬	kʰian5	狂～病
缺	kʰiɛt7	～点
血	hiɛt7	流～
玄	hian2	～妙
懸	hian2	～挂，～崖
縣	jan3	～长
眩	hian2	晕眩，～昏
穴	hiɛt8a	～位
淵	jan1	深～，～源
吞	tʰun1	～口水
跟	kian1	～从
根	kian1	～本，树～
懇	kʰɐn3	～求，诚～
墾	kʰɐn3	开～
齦	jian2	牙～肉（牙龈）
痕	hɐn2	～迹
很	kʰian3	～大
恨	hɐn3	仇～
恩	ʔɐn1	～人
彬	pɐn1	文质～～；人名用字
賓	pɐn1	贵～
檳	pɐn1	～榔
濱	pɐn1	哈尔～（地名）
殯	pɐn1	～仪馆，出～
鬢	pɐn1	～角
筆	pɐt7	毛～，～记
畢	pɐt7	～业
必	piɛt7	～须
匹	pʰɐt7	～配
貧	pʰɐn2	扶～
頻	pʰɐn2	～繁
弼	pɐt7	～马温；任～时
民	mɐn2	人～，～族
憫	mɐn3	怜～
敏	mɐn1	灵～
密	mɐt8a	秘～，～封
抿	mɐn3	小口喝
蜜	mɐt8a	～蜂
鄰	lɐn2	～居
鱗	lɐn1	鱼～
燐	lɐn2	～肥
□	ȵiɛt8a	吝啬
栗	lɐt8a	～子
津	tsɐn1	天～（地名）
儘	tsʰɐn3	～管，～早
進	tsɐn3	～步，前～
晉	tsɐn3	山西简称；魏～南北朝
親	tsʰɐn1	～生，父～
親	tsʰɐn1	～家
七	tsʰɐt7	数字
漆	tsʰɐt7	油～
秦	tsʰɐn2	姓；～国
盡	tsʰɐn3	～量，～力，～头
疾	tsʰɐt8a	残～
辛	ɬɐn1	～苦
新	ɬɐn1	～旧
新	ɬɐn1	～妇（儿媳妇）
薪	ɬɐn1	～水
信	ɬɐn3	相～
訊	ɬɐn3	通～
悉	ɬɐt7	熟～
膝	ɬɐt7	～头（膝盖）
珍	tsɐn1	～珠
鎭	tsɐn3	～长，～压
趁	tsʰɐn3	～机
陳	tsʰɐn2	姓；～列，～皮
塵	tsʰɐn2	灰～，～灰
陣	tsʰɐn3	～雨
姪	tsʰɐt8a	～子
秩	tiɛt7	～序
臻	tsɐn1	聂荣～
襯	tsʰɐn3	～衫
蝨	ɬɐt7	虱子，～嫲
眞	tsɐn1	认～，～假
診	tsɐn1	急～
疹	tsɐn1	麻～
振	tsɐn3	～动
震	tsɐn3	地～
質	tsɐt7	～量，品～
神	sɐn2	～仙，精～
實	sɐt8a	老～，～在
身	sɐn1	～体，上～
申	sɐn1	～请；地支，申酉戌亥
伸	sɐn1	～展，延～[文]
伸	sɐn1	～手[白]
娠	sɐn2	妊～反应
失	sɐt7	～去，丧～
室	sɐt7	教～，～内
辰	sɐn2	时～
晨	sɐn2	朝～
臣	tsʰɐn2	大～
腎	sɐn3	～病
腎	kʰɐn1	鸡～（鸡肫）[白]
愼	kɐn3	谨～，～重
人	ȵɐn2	老～，～民
仁	jɐn2	～义
忍	ȵɐn1	～耐，～受
刃	jɐn3	刀～
認	ȵɐn3	承～，～真
靭	ȵɐn3	不易断，坚～[文]
靭	ȵɐn3	不易断[白]
日	ȵɐt7	十～，～期
巾	kɐn1	围～
緊	kɐn3	～张
吉	kɐt7	～利
僅	kɐn3	～～，不～
銀	ȵɐn2	金～，～行
釁	pʰæk7	挑～
因	jɐn1	原～
姻	jɐn1	婚～
印	jɐn3	手～
乙	jɐt7	天干，甲乙丙丁
一	jɐt7	数字
寅	jɐn2	地支，子丑寅卯
引	jɐn3	吸～
勉	mian1	
斤	kɐn1	～两
筋	kian1	牛～丸
謹	kɐn3	～慎，严～
勁	kɐn5	有～，～敌
訖	ȵiɛt7	收～
乞	kʰiɛt7	～食，～求
勤	kʰɐn2	～劳
芹	kʰɐn2	～菜
近	kʰian1	最～，～来[文]
近	kʰian1	远近[白]
欣	hɐn1	～赏
殷	jɐn1	姓；～勤
隱	vɐn3	～形，～身
癮	jɐn3	喜欢；烟～
奔	pɐn1	～跑，东～西走
本	pɐn3	～来，书～
不	pɐt7	～过
噴	pʰɐn3	～水；～嚏
盆	pʰɐn2	面～（脸盆），～地
笨	pɐn3	～蛋[文]
笨	pɐn3	厚[白]
勃	pʰɐt8a	勃，蓬～，生机～～
門	mɐn2	关～
悶	mɐn3	烦～，～热
沒	mɐt8a	沉～，～有，出～
敦	tun1	～厚；伦～（地名）
墩	tun1	桥～
頓	tun3	停～，～脚
褪	tʰui3	～色
屯	tun3	～田
豚	tiœt7	*海～
囤	tun3	～积
沌	tun3	混～
盾	tun3	矛～
鈍	tʰun3	迟～，～角
凸	tʰɐt8a	～起
突	tʰɐt8a	～然
突	tʰɐt8a	～出
嫩	nun3	不老
論	lɐn3	～语
崙	lɐn2	昆～
論	lɐn3	议～，～文
尊	tsɐn1	～重
卒	tsuk8a	兵～，小～
村	tsʰɐn1	～长
寸	tsʰɐn3	尺～
猝	tsuk8a	仓～，～死
存	tsʰɐn2	～在，～折，储～
蹲	tsɐn1	～马（扎马步）[文]
蹲	tsɐn1	蹲下[白]
孫	ɬɐn1	姓；子～
損	ɬɐn3	～坏
遜	ɬɐn1	～色，谦～
昆	kʰɐn1	～明，～虫
滾	kʷɐn3	～动；水开
棍	kʷɐn3	长～
骨	kuk7	～头
坤	kʷɐn1	乾～
綑	kʷɐn3	～绑
困	kʷʰɐn3	～难
窟	kʰuk7	～窿[文]
窟	kʷuk7	小坑[白]
昏	fɐn1	黄～
婚	fɐn1	结～
忽	fɐt7	～然
魂	fɐn2	灵～
渾	fɐn2	～浊[文]
□	nɐi2	水浑[白]
混	kʷɐn3	～淆，相～
核	vɐt8a	～心，～对[文]
核	vɐt8a	龙眼～[白]
核	hɐt8a	～卵（睾丸）[白]
溫	vɐn1	～度，～和
瘟	vɐn1	鸡～
穩	vɐn3	～定，求～
倫	lɐn2	～理，天～之乐
淪	lɐn2	沉～
輪	lɐn2	车～，～流
律	lɐt8a	法～，～师
率	liɐt8a	效～
遵	tsɐn1	～守
俊	tsɐn3	英～
筍	ɬun3	竹～
榫	ɬun3	～头（接合处）
迅	ɬun3	～速
戌	ɬɐt7	戊～变法
恤	hiɛt7	体～，抚～
旬	ɬun2	上～
循	ɬun2	遵～，～环
巡	ɬun2	～逻，出～
殉	ɬun2	～职，～情
椿	tsʰun1	～树，香～
朮	ɬuk8a	白～（中药）
率	ɬɔk7	～领
蟀	ɬɔk7	蟋～
準	tsɐn3	瞄～，～则
准	tsɐn3	批～，～确
春	tsʰun1	立～
蠢	tsʰun3	～才
出	tsʰɐt7	～入，～发
脣	sun2	嘴～[文]
順	sun3	～利，～风
術	ɬuk8a	技～
述	ɬuk8a	叙～
舜	sun3	尧～
純	ɬun2	单～，～粹
醇	ɬun2	酒味～
潤	jun3	利～，～色
閏	jun3	～月
均	kʰɐn1	平～，～匀
鈞	kʰɐn1	千～一发
橘	kʰiau2	橘子
菌	kʷɐn3	细～
勻	jɐn2	均～
允	jun3	～许
尹	jun3	姓，～相杰
分	fɐn1	～数，区～[文]
分	fɐn1	给[白]
粉	fɐn3	～笔，面～[文]
粉	fɐn3	～松[白]
糞	pɐn3	粪便
奮	fɐn3	～斗
芬	fɐn1	～芳
紛	fɐn1	纠～
彿	fɐt8a	仿～
焚	ȵem2	～烧
墳	fɐn2	～墓，上～
憤	fɐn3	气～，～怒
忿	fɐn3	～～不平
份	fɐn3	～量
佛	fɐt8a	拜～
文	vɐn2	～章，论～
紋	vɐn2	花～
蚊	vɐn2	～香
聞	vɐn2	新～
吻	fɐt7	接～
刎	fɐt7	自～
問	mɐn3	～题
物	vɐt8a	～理[文]
物	vɐt8a	～件[白]
勿	fɐt7	非礼～视
君	kɐn1	～子
軍	kʷɐn1	～队，参～
屈	kʰɐt7	委～，～服[文]
屈	kʰɐt7	委屈，～气[白]
羣	kʷʰɐn2	～众
裙	kʷʰɐn2	裙子
郡	kʷʰɐn2	～主
掘	kʷʰɐt8a	挖～
倔	kʷʰɐt7	～强
熏	hɐn1	～陶，烟～人[文]
熏	hɐn1	烟～人,～蚊[白]
勳	hɐn1	～章
薰	hɐn1	～衣草
葷	fɐn2	～素
訓	fɐn3	教～，～人
熨	tʰɔŋ3	～斗[训]
云	jun2	古人～
雲	jun2	乌～
韻	jun3	押～，～律
運	jɐn3	～气，好～
暈	fɐn2	～车，头～[训]
幫	pɔŋ1	～忙
榜	pɔŋ3	～样
謗	pɔŋ3	诽～
博	pɔk7	～士，广～
滂	pʰɔŋ2	～沱
泊	pɐt7	梁山～
旁	pʰɔŋ2	～边
螃	pʰɔŋ2	～蟹
傍	pʰɔŋ2	～晚
傍	pʰɔŋ2	～菜（以菜送饭）
薄	pʰɔk8a	不厚，～弱
泊	pʰæk7	停～，淡～
忙	mɔŋ1	农～，～碌
芒	mɔŋ2	～种[节气]
茫	mɔŋ2	白～～，～然
莽	mɔŋ1	鲁～
蟒	mɔŋ1	～蛇
莫	mɔk8a	不要，～非
膜	mɔk7	薄～
幕	mɔk7	报～，～布
寞	mɔk8a	寂～
摸	mɔ1	偷偷～～[文]
摸	mɔ1	～来～去[白]
當	tɔŋ1	～时，应～，～官
襠	nɔŋ3	裤～
襠	nɔŋ3	裤～[白]
黨	tɔŋ3	入～，～员
擋	tsɔŋ3	阻～，～风
當	tɔŋ3	～铺，恰～；唔～（不如）
檔	tɔŋ3	～案
湯	tʰɔŋ1	煮～；姓
躺	tʰɔŋ3	平～
燙	tʰɔŋ1	～手
趟	tʰɔŋ3	两～
託	tʰɔk7	～词，推～
托	tʰɔk7	手承物，～盘
堂	tʰɔŋ2	～兄，拜～，课～
棠	tsʰɔŋ2	海～
螳	tʰɔŋ2	～螂
唐	tʰɔŋ2	～朝；姓
糖	tʰɔŋ2	白～
塘	tʰɔŋ2	鱼～
蕩	tʰɔŋ3	放～，扫～
盪	tʰɔŋ3	过水，～嘴，～碗[白]
鐸	tsɐt8a	木铎；人名用字，郑振～
度	tʰu3	思～
囊	nɔŋ2	背～
諾	nɔk8a	承～，～言
郞	lɔŋ2	新～；姓，～平
廊	lɔŋ2	走～
狼	lɔŋ2	～狈，豺～
螂	lɔŋ2	螳～
朗	lɔŋ3	～诵，明～
浪	lɔŋ3	风～，～费
落	lɔk8a	下落
烙	lɔk7	～印
駱	lɔk7	～驼
洛	lɔk7	～阳（地名）
絡	lɔk7	联～
樂	lɔk8a	～观，快～
贓	tsɔŋ1	～款，贪～枉法
髒	tsɔŋ3	肮～
葬	tsɔŋ3	埋～，落～
作	tsɔk7	工～，种～
倉	tsʰɔŋ1	～库
蒼	tsʰɔŋ1	～白
錯	tsʰɔ5	～开，～杂
藏	tsʰɔŋ2	隐～
藏	tsʰɔŋ2	西～，～族
臟	tsʰɔŋ3	内～
鑿	tsʰɔk8a	用凿子凿
昨	tsʰɔk8a	昨天
桑	ɬɔŋ1	～叶
喪	ɬɔŋ1	婚～，～事
嗓	ɬɔŋ1	金～子
喪	ɬɔŋ5	～失
索	ɬɔk7	绳子，线～
岡	kɔŋ1	井～山（地名）
崗	kɔŋ1	站～，～位
剛	kɔŋ1	～才，～好
綱	kɔŋ1	～常，大～
鋼	kɔŋ5	炼～，～笔
缸	kɔŋ1	水～
杠	kɔŋ5	高低～
各	kɔk7	～人
閣	lɔk7	～楼；～下
擱	lɔk7	耽～
康	kʰɔŋ1	健～
糠	hɔŋ1	谷～
慷	kʰɔŋ1	～慨
抗	kʰɔŋ5	反～，～战
囥	kʰɔŋ5	藏
昂	ŋɔŋ2	～首挺胸，气～～
鄂	ŋɔk8a	湖北简称
鰐	ŋɔk8a	～鱼
行	hɔŋ2	银～
航	hɔŋ2	～行，～线
杭	hɔŋ2	～州
鶴	hɔk8a	仙～
骯	kʰɔŋ5	～脏
惡	ʔɔk7	善～，～霸
娘	ȵɔŋ2	姑～
釀	ȵɔŋ3	～豆腐[训]
良	liœn2	～好，优～
凉	liœn2	天～
量	liœn2	衡～，～尺寸
糧	liœn2	～食
樑	liœn2	姓；～山（地名）
粱	liœn2	高～，黄～美梦
兩	liœn3	～个
兩	liœn1	半斤八～
亮	liœn3	明～
諒	liœn3	原～，～解
輛	liœn3	车～，两～
量	liœn3	数～
略	liœt8a	省～
掠	liœt8a	～夺
將	tsiœn1	～来；～军
漿	tsiœn1	豆～，～糊
蔣	tsiœn3	姓，～介石
獎	tsiœn3	～金，得～
槳	tsiœn3	船～
醬	tsiœn5	沙茶～，辣椒～
將	tsiœn5	大～，～士
爵	tsiɛt7	官～，～位
雀	tsiɛt7	麻～，～斑
槍	tsʰiœn1	手～
搶	tsʰiœn3	～劫
鵲	ɬiɛt7	喜～，鸦～
牆	tsʰiœn2	～壁
匠	ɬiœn3	木～
嚼	tsiœk7	咀～，～碎
相	ɬiœn1	互～，～打（打架）
箱	ɬiœn1	皮～
廂	ɬiœn1	～房，车～
湘	ɬiœn1	湖南简称，～江
襄	ȵɔŋ3	～阳（地名）
鑲	ɬiœn1	～牙
想	ɬiœn3	～法，思～
相	ɬiœn5	宰～，看～，～貌
削	ɬiœt7	～皮，剥～
詳	tsʰiœn2	～细
祥	tsʰiœn2	慈～，吉～
象	ɬiœn3	气～
象	ɬiœn3	大～
象	ɬiœn3	印～，想～
像	ɬiœn5	好～，相～
像	ɬiœn5	头～，～章
橡	ɬiœn3	～胶，～树
張	tsɔŋ1	紧～；姓；装东西
長	tsɔŋ3	生～，省～
漲	tsɔŋ5	～价，～潮
帳	tsɔŋ5	蚊～
賬	tsɔŋ5	算～，～簿
脹	tsɔŋ5	～肚，膨～
着	tsɔk7	～衫（穿衣服）
暢	tsʰɔŋ5	～快，通～
長	tsɔŋ2	～期，～短
腸	tsʰɔŋ2	猪～，～胃
場	tsʰɔŋ2	排～，～地
丈	tsʰɔŋ3	三丈
丈	hɔŋ3	姑～
仗	tsɔŋ5	打～；炮～（鞭炮）
杖	tsʰɔŋ3	拐～
着	tsʰɔk8a	～火
莊	tsɔŋ1	～园；姓
裝	tsɔŋ1	假～
妝	tsɔŋ1	化～
壯	tsɔŋ5	强～
瘡	tsʰɔŋ1	痔～
闖	tsʰɔŋ3	～祸，李～王
創	tsʰɔŋ5	开～，～造
牀	tsʰɔŋ2	眠～
狀	tsʰɔŋ3	告～，～元，～态
霜	ɬɔŋ1	落～，～降
孀	ɬɔŋ1	遗～
爽	ɬɔŋ3	～快，直～
章	tsɔŋ1	姓；文～
樟	tsɔŋ1	～脑丸；～木头（地名）
掌	tsɔŋ3	巴～，～握
障	tsɔŋ5	保～
瘴	tsɔŋ1	～气
嶂	tsɔŋ1	耸立如屏障的山峰
酌	tsiœk7	斟～，～情
昌	tsʰɔŋ1	～盛
菖	tsʰɔŋ1	～蒲
廠	tsʰɔŋ3	～长
唱	tsʰɔŋ5	～歌
倡	tsʰɔŋ5	提～
綽	tsʰɔk7	～～有余，～号
商	sɔŋ1	～量，经～
傷	sɔŋ1	受～
賞	sɔŋ2	欣～，～金
餉	hiœn3	军～
常	sɔŋ2	经～，～识；姓
嘗	sɔŋ2	～试，品～
償	sɔŋ2	赔～
上	sɔŋ3	～山[动]
上	sɔŋ1	安上，～灯，～灯泡
尙	sɔŋ3	和～，高～
上	sɔŋ3	～背[方位]；～海（地名）
上	sɔŋ3	桌～，床～
勺	sɔk8a	饭～
芍	tsiɛt7	～药；白～（中药）
瓤	nɔŋ2	瓜～
壤	ȵɔŋ3	土～
讓	ȵɔŋ3	～位
若	ȵɔk8a	～干，～无其事
弱	ȵɔk8a	～点
疆	kiœn1	新～（地名）
僵	kiœn1	冻～，～硬
薑	kiœn1	～糖
繮	kiœn1	～绳
姜	kiœn1	姓，孟～女，～太公
腳	kiœt7	赤～
強	kʰiœn2	～大，坚～
強	kʰiœn3	勉～
卻	kʰiœt7	退～，～步
仰	ŋɔŋ2	～视
虐	ȵɔk7	～待
瘧	ȵɔk7	～疾
香	hiœŋ1	～味，烧～；～港（地名）
鄕	hiœŋ1	家～
享	hiœŋ3	～受，分～
響	hiœŋ3	音～
向	hiœŋ5	～东
央	jɔŋ1	中～台，党中～[文]
央	jɔŋ1	中～（中间）[白]
秧	jɔŋ1	插～，～苗
殃	jɔŋ1	遭～，～及
約	jɔk7	大～，～会
羊	jɔŋ2	
洋	jɔŋ2	太平～
楊	jɔŋ2	姓；～树
陽	jɔŋ2	太～；揭～（地名）
揚	jɔŋ2	表～，发～
瘍	jɔŋ2	溃～
養	jɔŋ1	培～，～猪
癢	jɔŋ1	皮肤痒
樣	jɔŋ3	一～
樣	jɔŋ3	～般
藥	jɔk8a	中～，～片
