#漢字	音標	解釋
位	vei3	座～，～置
維	vei2	～生素，～持，纤～
飛	fei1	～机；飞行
費	fei5	～用，浪～
肥	pʰei2	化～，～肉
尾	mei1	尾巴
味	mei3	～道，～精
鬼	kui3	鬼神
貴	kui5	～重
魏	ŋei3	～国；姓
威	vei1	～风，～胁
畏	vei5	不喜欢；怕，～热
偉	vei3	～大
胃	vei5	肠～
寶	pɔ3	～贝
報	pɔ5	～告，日～
袍	pʰau2	长～，袄～
暴	pʰau3	～雨，残～
毛	mɔ1	～病，鸡～
帽	mɔ3	草～
刀	tɔ1	菜～
到	tɔ5	～站
討	tʰau3	～老婆，～厌
討	tʰau3	～老婆，～厌
套	tʰɔ5	配～，～房
桃	tʰɔ2	杨～，～花
稻	tʰɔ3	水～
導	tʰɔ3	领～，～师
惱	nɔ3	烦～[文]
惱	nɔ3	讨厌，不喜欢[白]
勞	lɔ2	～动
老	lɔ3	～爷，～实
糟	ʦɔ1	酒～，～糕
早	ʦɔ3	还～
竈	ʦɔ5	～头，～神
草	ʦʰɔ3	青～，～稿
造	ʦɔ5	创～
臊	ʦʰɔ5	臭～
掃	ɬɔ5	～地[动]
嫂	ɬɔ3	大～
髙	kɔ1	姓；～低
稿	kɔ3	草～，～纸
吿	kɔ5	报～，～状
考	hau3	～试，大～
靠	kʰau5	依～，可～
熬	ŋau2	～汤，～夜
好	hɔ3	～人
號	hɔ3	～码，口～[名]
襖	ɔ5	棉～，～袍
包	pau1	钱～，～围
飽	pau3	食～（吃饱）
爆	pau5	～炸
炮	pʰau5	枪～
跑	pʰau3	～步
茅	mau2	～庐
貓	miau55	大～
貌	mau3	礼～
鬧	nɔ3	～热，～事
罩	ʦau5	灯～，床～
爪	ʦau3	鸡～
抄	ʦʰau1	～书
炒	ʦʰau3	～股，～菜
交	kau1	～通，～钱[文]
咬	ŋau1	～人
孝	hua5	～顺
效	hua3	～果
標	piau1	～准，～志，招～
表	piau3	图～，～扬
票	pʰiau5	车～
苗	miau2	鱼～，～族
秒	miau3	～针
廟	miau3	和尚～
療	liau2	治～，～养
椒	ʦiau1	胡～
消	ɬiau1	～化
小	ɬiau3	～姐，～人
笑	ɬiau5	～话，玩～
朝	ʦau1	～晨，三～
超	ʦʰau1	～过
朝	ʦʰau2	～代
趙	ʦʰau3	姓
招	ʦau1	～生
照	ʦau5	～明，～顾
燒	sau1	～水，发～
少	sau3	～数，多～
少	sau3	～年，～爷
饒	ȵiau2	～命，求～
繞	iau2	围～，～线
嬌	kiau1	～气，做～（撒娇）
橋	kʰiau2	大～
轎	kʰiau3	坐～，扛～
要	iau5	～求
要	iau3	重～
搖	ȵiau2	动～，～篮
舀	iau3	～水
耀	iau3	～眼，荣～
鳥	niau3	花～市场[文]
鳥	tiau1	～笼[白]
鳥	tiau1	骂人话，交合[白]
吊	tiau5	上～，～车
挑	tʰiau1	～剔，～担
跳	tʰiau5	～高，起～
條	tʰiau2	～件，字～
調	tʰiau3	音～
尿	ȵiau3	屙～
了	liau3	～结；明～，～解
料	liau5	肥～，材～
繳	kiau3	～枪，～费
僥	hiau1	～幸
叫	kiau5	大～:小孩哭
竅	kʰiau5	～门
曉	hiau3	春～，～得
剖	pʰau3	解～
畝	mɛ1	一～田
母	mu1	父～
貿	mɛ3	外～，～易
兜	tɛ1	～风
斗	tɛ3	十升为一斗
鬥	tɛ5	～争，批～
偸	tʰɛ1	小～
透	tʰɛ5	～明
頭	tʰɛ2	开～
豆	tʰɛ3	黄～
樓	lɛ2	～下
漏	lɛ3	～水，～斗
走	zɛ3	行走
奏	ʨiu5	节～
湊	ʨiu5	～数，～热闹
鉤	tiau5	鱼～
狗	kɛ3	
夠	kɛ5	足～
摳	kʰy1	挖
口	hɛ2	～头，开～
口	hɛ3	一～饭
扣	kʰɛ5	～钱，～压
藕	ŋɛ3	～断丝连，莲～
喉	hɛ2	～咙
後	hɛ3	～生，～来[文]
後	hɛ3	～日[白]
歐	ɛ1	～洲；姓
嘔	ɛ3	～吐
漚	ɛ3	久浸水中，～坏，～肥
否	fɛ3	是～，～定
富	fu5	丰～，～贵
謀	mɛ2	计～，～财害命
紐	ŋɛu3	纽扣；～约（地名）
劉	lɛu2	姓
柳	lɛu5	～树
酒	tɕɛu3	～精
秋	ʨʰɛu1	～天；～千
就	ʦʰɛu3	成～，～去
修	ɬɛu1	装～，～正
秀	ɬɛu5	清～，～才
袖	ʦʰɛu3	领～，衫～（衣袖）
晝	ʦɛu5	上～，～夜
抽	ʦʰɛu1	～出
綢	ʦʰɛu2	～缎，丝～
宙	ʦʰɛu3	宇～
鄒	ʦau1	姓，～家华
皺	ŋiu5	～纹
愁	ʦʰɛu2	～眉苦脸
搜	ɬɛu1	～查
瘦	ɬɛ5	肥瘦
周	ʦɛu1	姓；～围，～年
醜	ʦʰɛu3	不好看，出～
臭	ʦʰɛu5	～味
收	sɛu1	丰～，～集
手	sɛu3	～脚，～段
獸	ʦʰɛu5	野～
仇	sɛu2	～人，报～
壽	sɛu3	长～
九	kɛu3	数字，～龙
救	kɛu5	～命
求	kʰɛu2	要～
舅	kʰɛu1	～公
舊	kʰɛu3	新～
牛	ŋɛu2	～牯
休	ɕɛu1	～息，退～
有	jɛu1	～钱
右	jɛu3	左～
油	jɛu2	麻～
丟	tɛu1	～失
答	tap7	回～
貪	tʰam1	～心
探	tʰam5	试～
南	nam2	东南西北
納	nap8	归～
參	ʦʰam1	～军，～加
慘	ʦʰam3	悲～
蠶	ʦʰam2	～丝
雜	ʦʰap8	复～
鴿	kap7	白～
砍	kʰam3	～伤
含	hem2	包～[文]
含	hem2	～糖[白]
合	hap8	～作，～适[文]
合	kap7	～本，～伙[白]
庵	am1	尼姑～
揞	em1	手覆，揞住
暗	am5	不亮
擔	tam1	～任[动]
擔	tam1	～竿[名]
膽	tam3	大～
塔	tʰap7	宝～
痰	tʰam2	吐～
淡	tʰam1	～水（地名）
淡	tʰam1	咸～；浓～
籃	lam2	菜～
欖	lam3	橄～，乌～
臘	lap8	～肉，～肠
暫	ʨʰiam3	～时
甘	kam1	甜；～心
敢	kam3	勇～
斬	ʦam3	白～鸡
蘸	ʦam1	～豉油
插	ʦʰap7	～花
杉	ʦʰam5	～树
夾	kʰiap8	夹子；～心饼干
恰	hap8	～切，～当
鹹	ham2	～淡
陷	ham3	～害，～井
衫	ɬam1	衬～，～裤（衣服）
鑑	kam5	～定
甲	kap7	天干，甲乙丙丁
巖	ŋam2	～石，石灰～
鴨	ap7	鸭子
壓	at7	～力
鐮	liam2	镰刀，禾～
獵	liat8	打～，～人
尖	ʨiam1	～刀
接	ʨiap7	迎～，～待
籤	ʨʰiam1	竹～，求～
潛	ʨiam2	～力
漸	ʨiam3	逐～
捷	ʨiap7	～报，大～，敏～
沾	ʧam5	～光
佔	ʧam5	～领，～地方
摺	ʧap7	～被，～叠
閃	sam3	～开
攝	sap7	～影
涉	sap8	～及
染	ȵiam3	污～
檢	kiam3	～查，体～
鉗	kʰiam2	～工，火～
儉	kiam3	勤～
險	sam3	危～，保～
掩	iam3	～护
厭	ȵiam5	讨～
鹽	iam2	
葉	iap8	树～；姓
劍	kiam5	宝～
劫	kiap7	抢～
欠	hiam5	～钱，拖～
嚴	ŋan2	～格；姓
業	ȵiap8	事～，～余
醃	iap7	腌制
點	tiam3	～心，～头
店	tiam5	开～
跌	tiap7	～打
添	tʰiam1	～加，～丁
貼	tʰiap7	补～
貼	tʰiap7	～纸，～对联[动]
甜	tʰiam2	
碟	tʰiap8	盛具，碟子
念	ȵiam3	～经，怀～
兼	kiam1	～职
謙	sam1	～虚
嫌	sam2	～弃，～人
協	sap8	～会，～作
法	fa3	方～
凡	fam2	平～
犯	fam3	～法[文]
品	pʰem3	～德
林	lem2	树～；姓
立	lɛp7	～足
粒	lep8	三～，颗～
浸	ʦem5	～水
集	ʦʰɛp7	～合，～体
心	ɬem1	～肝，内～
尋	ʦʰem2	～人
沉	ʦʰem2	～底
參	ʦʰam1	人～
針	ʦem5	～线，～对
枕	ʦem3	～头[名]；～枕头[动]
汁	ʦɛp8	菜～，果～
深	ʦʰem1	～浅，～入
沈	sem3	姓；地名，～阳
濕	sɛp7	潮～
十	sɛp8	数字
任	ȵiem3	姓；责～，～何
入	jɛp5	～门，进～
金	kem1	～银
錦	kem3	～绣，～旗
禁	kem5	～止
急	kɛp7	心～
級	kʰɛp8	～别，年～
欽	ham3	～差，～佩
琴	kʰem2	弹～
及	kʰɛp8	～时
吸	kʰɛp8	呼～，～引
陰	jim1	～天
飮	jim3	～料
單	tam1	～独
旦	tam5	元～，花～
攤	tʰam1	分～，～开，摆～
炭	tʰam5	烧～
彈	tʰam2	～琴
達	tʰat7	发～，～到
難	nan2	困～
捺	nat7	撇～
蘭	lan2	～花
懶	lan1	懒惰，～尸
爛	lan3	灿～，腐～
辣	lat8	～椒
贊	ʦan5	称～，～助
餐	ʦʰan1	～车，快～
殘	ʦʰan2	～废
散	ɬan3	药～
散	ɬan5	分～，解～
亁	kɔn1	烘～，饼～
趕	kɔn3	追～
幹	kɔn5	～部，才～
割	kɔt7	～禾（割稻）
看	hɔn5	看见
渴	hɔi3	口渴；～望
岸	ŋɔn5	口～，两～
寒	hɔn2	大～，～流
汗	hɔn3	出～，～马功劳
安	ɔn1	公～，～全
案	ɔn5	～件，档～
扮	pʰan3	打～
八	bat7	数字
辦	pʰan3	～事
拔	pʰat8	～河，选～
盞	ʦan3	灯～（灯）
紮	ʦat7	～紧，驻～
鏟	ʦʰan3	～草
察	ʦʰat7	观～
山	ɬan1	
產	ʦʰan3	生～
殺	ɬat7	～人，自～
間	kan1	房～，中～
揀	kan3	挑选
眼	ŋan3	双～皮
閑	han2	～事，空～
限	han3	期～，～制
班	pan1	上～
板	pan3	黑～，石～
蠻	man2	不听话；野～
蠻	man2	不听话；野～
慢	man3	～车
顏	ŋan2	姓；～色
雁	ŋan5	大～
變	pien5	～化，改～
鼈	piɛt7	甲鱼
篇	pʰian1	一～文章
便	pʰian3	～宜
辨	pʰan3	分～，～别
便	pʰian2	方～
別	pʰiɛt8	离～，分～
棉	mian2	～花
免	mian1	难～，～除
面	mian5	～子
滅	miɛt8	消～，～亡
聯	lian2	～系；对～
烈	liɛt8	～士，热～
煎	ʨian1	～药，～鱼
剪	ʨian3	～刀
箭	ʨian5	射～
淺	ʨʰian3	深～
錢	ʨian2	～财
賤	ʨian3	下～，～人
仙	ɬian1	神～
癬	ɬian3	发～（生癣）
線	ɬian5	～索
展	ʧam3	开～，发～
撤	ʧʰat8	～退
纏	ʧʰan2	纠～，～线
戰	ʧan5	～斗
折	ʨiɛt7	～断，打～
舌	sat8	舌头
設	sat7	～计，建～
善	san3	～良，心～
然	ian2	～后，居～
熱	ȵiat8	冷～，～情
乾	kʰien2	～坤，～隆
件	kʰien3	事～
傑	kiɛt7	～出
延	jan2	～长，～安
演	jan3	～员，表～
建	kien5	～设
揭	kʰiɛt7	～发，～露
言	ȵian2	语～
獻	hian5	贡～
歇	kʰiɛt7	～夜（过夜）
邊	pien1	～疆，旁～
扁	pien3	圆扁
片	pʰien5	一～，～面
撇	piɛt7	～捺，～开
顚	tien1	～倒
典	tien3	～型，词～
天	tʰien1	～才
鐵	tʰiɛt7	～皮
田	tʰien2	种～
電	tʰien3	触～，～灯
墊	tʰiap8	～钱，座～
年	ȵian2	过～
捏	niap7	以指尖捏取小面积
練	lian3	～习，熟～
薦	ʦan5	推～
節	ʨiat7	～约，竹～
千	ʨʰian1	～万
切	ʨʰiat7	～菜
截	ʨiat7	～断
先	ɬian1	祖～，～进，～生
見	kian5	～人，～识
潔	kiat7	～白，清～
牽	hian1	～牛花
硏	ȵian1	～究
顯	hian3	明～
賢	san2	～惠，圣～
現	san3	～在，出～
煙	ian1	冒～
燕	ian5	燕子，～窝
搬	pan1	～运
半	pan5	一～，～日
鉢	pat7	花～（花盆），衣～
潘	pʰan1	姓
判	pʰan5	～断，审～
潑	pʰat7	～水；泼辣
盤	pʰan2	算～
叛	pʰan5	～徒，背～
滿	man1	～意
末	mei3	～尾
短	tuan3	长～
脫	tʰuat7	～鞋，摆～
團	tʰuan2	～结，～长
斷	tʰuan1	线断了[白]
段	tʰuan3	姓；阶～
奪	tʰuat7	～取
暖	nuan1	冷～
卵	luan3	鸡～（鸡蛋），～生
亂	luan3	混～
捋	luat7	捋袖子
鑽	ʦuan5	电～[名]，～石
撮	ʨiat7	一～毛
酸	ɬuan1	～甜
蒜	ɬuan5	大蒜，蒜头
官	kuan1	～司，当～
管	kuan3	～理，气～
灌	kuan5	～溉
括	kuat7	包～
寬	fɔn1	～松
款	fɔn3	汇～，拨～
闊	fat8	开～
玩	van2	～具，游～
歡	fɔn1	喜～，～喜
丸	van2	肉～，药～
換	van3	交～[文]
活	vat8	生～
碗	vɔn3	饭～
頑	ŋan2	～固，～皮
滑	vat8	地～，～稽
挖	vat7	～掘[文]
關	kuan1	～门，海～
刮	kuat7	～毛，搜～
還	van2	～钱[白]
環	van2	～境
彎	van1	转～
戀	lien2	～爱
劣	liɛt8	～质，恶～
全	ʨʰuan2	～部，安～
絕	ʨʰiat8	～对
宣	ɬiɛn1	～布，～传
選	ɬiɛn3	～择，挑～
雪	ɬiɛt7	落～（下雪），～白
旋	ɬiɛn2	～转
轉	ʦuan3	～学，～移，翻～
傳	ʨʰiɛn2	～达，流～
專	ʧuan1	～门，大～
穿	ʧʰuan1	～堂风，揭～
串	ʧʰuan5	一～，～通
船	ɕyɛn2	轮～
說	suat7	小～
軟	ȵiɔn1	～弱
捲	kiɛn3	～起来[动]
圈	kʰyɛn1	圆～，～套
拳	kʰiɛn2	～头
圓	ian1	团～
院	ian3	医～，～长
閱	iat8	～读
反	fan1	～对，造～
發	fat7	～展，～财[文]
發	fat7	～虫（长虫）[白]
翻	fan1	～书[文]
翻	fan1	翻转；呕吐[白]
煩	fan2	麻～
飯	fan3	食～，～店
罰	fat8	～款，惩～
晚	man5	～会
萬	man3	～一
襪	mat7	鞋～
勸	kʰen5	规～
原	ȵian2	～来，平～
願	ȵian3	～望
怨	ian5	～人，埋～
遠	ian3	永～
粵	iat8	～东
決	kiɛt7	～定
犬	kʰiɛn5	狂～病
血	sa3	流～
縣	ian3	～长
穴	iat7	～位
吞	tʰun1	～口水
跟	ken1	～从
恩	ian1	～人
賓	pen1	贵～
筆	pet7	毛～，～记
匹	pʰet8	～配
貧	pʰen2	扶～
民	men2	人～，～族
敏	men1	灵～
密	met8	秘～，～封
鄰	len2	～居
鱗	lən2	鱼～
栗	let7	～子
進	ʨen5	～步，前～
親	ʦʰen1	～生，父～
七	ʦʰet7	数字
秦	ʦʰen2	姓；～国
盡	ʦʰen3	～量，～力，～头
疾	ʦʰet8	残～
新	ɬen1	～旧
信	ɬen5	相～
膝	ɬet8	～头（膝盖）
珍	ʦen1	～珠
鎭	ʦen5	～长，～压
陳	ʦʰen2	姓；～列，～皮
陣	ʦʰen3	～雨
姪	ʦʰet8	～子
蝨	ɬet7	虱子，～嫲
眞	ʦen1	认～，～假
振	ʦen5	～动
質	ʦet7	～量，品～
神	sen2	～仙，精～
實	set7	老～，～在
身	sen1	～体，上～
失	set7	～去，丧～
晨	sen2	朝～
腎	sen3	～病
人	ȵen2	老～，～民
仁	ȵen2	～义
忍	ȵen1	～耐，～受
認	ȵen5	承～，～真
靭	ȵen5	不易断，坚～[文]
日	ȵet7	十～，～期
緊	ken3	～张
吉	ket7	～利
銀	ŋen2	金～，～行
因	jen1	原～
印	jen5	手～
乙	jat7	天干，甲乙丙丁
一	jet7	数字
引	jen3	吸～
斤	ken1	～两
謹	ken3	～慎，严～
勤	kʰen2	～劳
近	kʰen1	最～，～来[文]
近	kʰen1	远近[白]
欣	hen1	～赏
隱	jen3	～形，～身
本	pen3	～来，书～
不	pet7	～过
盆	pʰen2	面～（脸盆），～地
笨	pen5	～蛋[文]
門	men2	关～
墩	ten1	桥～
頓	ten3	停～，～脚
盾	tʰen3	矛～
突	tʰet8	～然
嫩	nen3	不老
論	len3	议～，～文
尊	zen1	～重
村	ʦʰen1	～长
寸	ʦʰen1	尺～
存	ʦʰen2	～在，～折，储～
孫	ɬen1	姓；子～
損	ɬen3	～坏
滾	kun3	～动；水开
棍	kun5	长～
骨	kut7	～头
坤	kun1	乾～
困	kun5	～难
婚	fen1	结～
忽	fet8	～然
溫	ven1	～度，～和
穩	ven3	～定，求～
輪	len2	车～，～流
律	let8	法～，～师
俊	ʦen5	英～
迅	ɬen5	～速
循	ʦʰen2	遵～，～环
準	ʦen3	瞄～，～则
春	ʦʰen1	立～
蠢	ʦʰen3	～才
出	ʦʰet7	～入，～发
術	set8	技～
純	sen2	单～，～粹
潤	ȵien3	利～，～色
均	kun1	平～，～匀
菌	kʰun3	细～
允	jen3	～许
分	fen1	～数，区～[文]
分	fen1	给[白]
粉	fen3	～笔，面～[文]
糞	fen5	粪便
墳	fen2	～墓，上～
份	fen3	～量
佛	fet7	拜～
文	ven2	～章，论～
蚊	men2	～香
問	men5	～题
物	met8	～理[文]
軍	kun1	～队，参～
屈	kʰet8	委～，～服[文]
屈	kʰet8	委屈，～气[白]
裙	kʰun2	裙子
熏	fen1	～陶，烟～人[文]
訓	fen5	教～，～人
雲	jen2	乌～
運	jen3	～气，好～
幫	pɔŋ1	～忙
博	pok7	～士，广～
旁	pʰɔŋ2	～边
薄	pʰok8	不厚，～弱
忙	mɔŋ2	农～，～碌
莫	mok8	不要，～非
膜	mok8	薄～
摸	mɔ1	偷偷～～[文]
摸	mɔ1	～来～去[白]
當	tɔŋ1	～时，应～，～官
擋	tɔŋ3	阻～，～风
當	tɔŋ1	～铺，恰～；唔～（不如）
湯	tʰɔŋ1	煮～；姓
托	tʰok7	手承物，～盘
塘	tʰɔŋ2	鱼～
諾	nɔk7	承～，～言
郞	lɔŋ2	新～；姓，～平
浪	lɔŋ3	风～，～费
落	lɔk8	下落
葬	ʦɔŋ5	埋～，落～
作	ʦɔk7	工～，种～
倉	ʦʰɔŋ1	～库
鑿	ʦʰɔk8	用凿子凿
桑	ɬɔŋ1	～叶
索	ɬɔk7	绳子，线～
鋼	kɔŋ5	炼～，～笔
缸	kɔŋ1	水～
各	kɔk7	～人
康	kʰɔŋ1	健～
糠	hɔŋ1	谷～
抗	kʰɔŋ5	反～，～战
昂	ŋɔŋ2	～首挺胸，气～～
行	hɔŋ2	银～
惡	ɔk7	善～，～霸
娘	ȵiɔŋ2	姑～
凉	liɔŋ2	天～
兩	liɔŋ3	～个
兩	liɔŋ1	半斤八～
量	liɔŋ1	数～
略	liɔt8	省～
漿	ʨiɔŋ1	豆～，～糊
